"Previously we reported that 3-deazaadenosine (DZA), a potent inhibitor and substrate for S-adenosylhomocysteine hydrolase inhibits bacterial lipopolysaccharide-induced transcription of tumor necrosis factor-alpha and interleukin-1beta in mouse macrophage RAW 264.7 cells.", {"entities": [[ 28, 44, 'SIMPLE_CHEMICAL']]}
"The lineage-restricted transcription factor GATA-1 is required for differentiation of erythroid and megakaryocytic cells.", {"entities": [[ 44, 50, 'GENE_OR_GENE_PRODUCT']]}
"Exposing human umbilical vein endothelial cells (HUVECs) to anoxia/reoxygenation (A/R) results in an increase in polymorphonuclear leukocyte (PMN) adhesion to HUVECs.", {"entities": [[ 142, 145, 'CELL']]}
"The molecular mechanism underlying IL-2 transcriptional blockade in anergic T cell clones is not fully understood.", {"entities": [[ 35, 39, 'GENE_OR_GENE_PRODUCT']]}
"We analyzed the activity of the enhancer, the promoter and the silencer of the human CD4 gene during T cell development using transgenic mice.", {"entities": [[ 32, 40, 'GENE_OR_GENE_PRODUCT']]}
"We analyzed the activity of the enhancer, the promoter and the silencer of the human CD4 gene during T cell development using transgenic mice.", {"entities": [[ 46, 54, 'GENE_OR_GENE_PRODUCT']]}
"We analyzed the activity of the enhancer, the promoter and the silencer of the human CD4 gene during T cell development using transgenic mice.", {"entities": [[ 63, 71, 'GENE_OR_GENE_PRODUCT']]}
"Induction of NFkappaB is a highly regulated process requiring phosphorylation, ubiquitination, and proteasome-mediated degradation of the cytosolic inhibitor IkappaBalpha.", {"entities": [[ 13, 21, 'GENE_OR_GENE_PRODUCT']]}
"Induction of NFkappaB is a highly regulated process requiring phosphorylation, ubiquitination, and proteasome-mediated degradation of the cytosolic inhibitor IkappaBalpha.", {"entities": [[ 99, 109, 'GENE_OR_GENE_PRODUCT']]}
"Induction of NFkappaB is a highly regulated process requiring phosphorylation, ubiquitination, and proteasome-mediated degradation of the cytosolic inhibitor IkappaBalpha.", {"entities": [[ 158, 170, 'GENE_OR_GENE_PRODUCT']]}
"Analyses of the regulation of IkappaBalpha in TNF-alpha-treated T lymphocytes from young and elderly donors revealed severely compromised degradation of IkappaBalpha in T cells from the elderly.", {"entities": [[ 30, 42, 'GENE_OR_GENE_PRODUCT']]}
"We investigated the functional role of Itk, a member of the cytoplasmic tyrosine kinase Tec family, in T cell activation.", {"entities": [[ 39, 42, 'GENE_OR_GENE_PRODUCT']]}
"Bacterial lipopolysaccharide (LPS)-mediated immune responses, including activation of monocytes, macrophages, and endothelial cells, play an important role in the pathogenesis of Gram-negative bacteria-induced sepsis syndrome.", {"entities": [[ 86, 94, 'CELL']]}
"Bacterial lipopolysaccharide (LPS)-mediated immune responses, including activation of monocytes, macrophages, and endothelial cells, play an important role in the pathogenesis of Gram-negative bacteria-induced sepsis syndrome.", {"entities": [[ 97, 107, 'CELL']]}
"CD40/CD40 ligand interactions play a key role in the immune responses of B lymphocytes, monocytes, and dendritic cells.", {"entities": [[ 0, 4, 'GENE_OR_GENE_PRODUCT']]}
"Recent biochemical and genetic studies indicate that in addition to the octamer-binding proteins Oct-1 and Oct-2, other B cell components are required for lymphoid-restricted, octamer site-mediated immunoglobulin gene promoter activity.", {"entities": [[ 97, 102, 'GENE_OR_GENE_PRODUCT']]}
"Recent biochemical and genetic studies indicate that in addition to the octamer-binding proteins Oct-1 and Oct-2, other B cell components are required for lymphoid-restricted, octamer site-mediated immunoglobulin gene promoter activity.", {"entities": [[ 107, 112, 'GENE_OR_GENE_PRODUCT']]}
"The activation of transcriptional factor c-Fos/c-Jun AP-1 is essential for normal T cell responsiveness and is often impaired in T cells during aging.", {"entities": [[ 53, 57, 'GENE_OR_GENE_PRODUCT']]}
"A major obstacle in understanding the signaling events that follow CD28 receptor ligation arises from the fact that CD28 acts as a costimulus to TCR engagement, making it difficult to assess the relative contribution of CD28 signals as distinct from those of the TCR.", {"entities": [[ 67, 71, 'GENE_OR_GENE_PRODUCT']]}
"A major obstacle in understanding the signaling events that follow CD28 receptor ligation arises from the fact that CD28 acts as a costimulus to TCR engagement, making it difficult to assess the relative contribution of CD28 signals as distinct from those of the TCR.", {"entities": [[ 67, 71, 'GENE_OR_GENE_PRODUCT']]}
"A major obstacle in understanding the signaling events that follow CD28 receptor ligation arises from the fact that CD28 acts as a costimulus to TCR engagement, making it difficult to assess the relative contribution of CD28 signals as distinct from those of the TCR.", {"entities": [[ 67, 71, 'GENE_OR_GENE_PRODUCT']]}
"HTLV-1 infection causes an adult T cell leukemia in humans.", {"entities": [[ 0, 6, 'ORGANISM']]}
"HTLV-1 infection causes an adult T cell leukemia in humans.", {"entities": [[ 52, 57, 'ORGANISM']]}
"The viral encoded protein tax, is thought to play an important role in oncogenesis.", {"entities": [[ 26, 29, 'GENE_OR_GENE_PRODUCT']]}
"Our previous data obtained from a tax transgenic mouse model revealed that tax transforms mouse fibroblasts but not thymocytes, despite comparable levels of tax expression in both tissues.", {"entities": [[ 34, 37, 'GENE_OR_GENE_PRODUCT']]}
"Our previous data obtained from a tax transgenic mouse model revealed that tax transforms mouse fibroblasts but not thymocytes, despite comparable levels of tax expression in both tissues.", {"entities": [[ 34, 37, 'GENE_OR_GENE_PRODUCT']]}
"Human peripheral blood monocytes responded to stimulation of platelet-activating factor (PAF) with up-regulation of the transcript for heparin-binding epidermal growth factor-like growth factor (HB-EGF), a potent mitogen for vascular smooth muscle cells.", {"entities": [[ 23, 31, 'CELL']]}
"An increasing body of evidence suggests that amyloid-beta (A beta) peptides and microglia are crucially involved in the pathogenesis of Alzheimer's disease.", {"entities": [[ 80, 89, 'CELL']]}
"In an effort to further elucidate the biological effects of A beta towards microglia, we investigated the ability of A beta peptides to activate nuclear factor (NF)-kappa B in the N9 murine microglial cell line.", {"entities": [[ 75, 84, 'CELL']]}
"Human neutrophils can be induced to actively transcribe a number of early-response genes, in particular those encoding cytokines, chemokines, and the high-affinity surface receptor for IgG, FcgammaRI.", {"entities": [[ 6, 16, 'CELL']]}
"Initiation binding repressor [corrected] (IBR) is a chicken erythrocyte factor (apparent molecular mass, 70 to 73 kDa) that binds to the sequences spanning the transcription initiation site of the histone h5 gene, repressing its transcription.", {"entities": [[ 42, 45, 'GENE_OR_GENE_PRODUCT']]}
"Although the role of CD28 in T cell costimulation is firmly established, the mechanisms by which it exerts its costimulatory actions are less clear.", {"entities": [[ 21, 25, 'GENE_OR_GENE_PRODUCT']]}
"Resolution of whole cell extract through two chromatographic steps yields a single protein fraction requiring only the addition of TFIID for the initiation of transcription at RNA polymerase II promoters.", {"entities": [[ 131, 136, 'GENE_OR_GENE_PRODUCT']]}
"The immunomodulatory cytokine IL-4 affects cells of most hemopoietic lineages.", {"entities": [[ 30, 34, 'GENE_OR_GENE_PRODUCT']]}
"RelA (p65) functions as the critical transactivating component of the heterodimeric p50-p65 NF-kappa B complex and contains a high-affinity binding site for its cytoplasmic inhibitor, I kappa B alpha.", {"entities": [[ 0, 4, 'GENE_OR_GENE_PRODUCT']]}
"RelA (p65) functions as the critical transactivating component of the heterodimeric p50-p65 NF-kappa B complex and contains a high-affinity binding site for its cytoplasmic inhibitor, I kappa B alpha.", {"entities": [[ 6, 9, 'GENE_OR_GENE_PRODUCT']]}
"The B cell-specific cell surface molecule CD19 is expressed at all stages of B cell development, including normal plasma cells, and mediates signal transduction via interaction with cytoplasmic effector proteins.", {"entities": [[ 42, 46, 'GENE_OR_GENE_PRODUCT']]}
"Tax corresponds to a 40-kDa transforming protein from the pathogenic retrovirus human T-cell leukemia virus type 1 (HTLV-1) that activates nuclear expression of the NF-kappaB/Rel family of transcription factors by an unknown mechanism.", {"entities": [[ 0, 3, 'GENE_OR_GENE_PRODUCT']]}
"IL-10 markedly reduces nuclear factor (NF)-kappa B/Rel nuclear activity induced in PBMC by stimulation with the anti-CD3 mAb OKT3.", {"entities": [[ 0, 5, 'GENE_OR_GENE_PRODUCT']]}
"In monocytes, lipopolysaccharide induces synthesis and activity of the 85-kDa cytosolic phospholipase A2.", {"entities": [[ 3, 11, 'CELL']]}
"The nuclear factor of kappaB (NF-kappaB) is a ubiquitous transcription factor that is key in the regulation of the immune response and inflammation.", {"entities": [[ 30, 39, 'GENE_OR_GENE_PRODUCT']]}
"T cell receptor (TCR) cross-linking is in part required for activation of NF-kappaB, which is dependent on the phosphorylation and degradation of IkappaBalpha.", {"entities": [[ 74, 83, 'GENE_OR_GENE_PRODUCT']]}
"T cell receptor (TCR) cross-linking is in part required for activation of NF-kappaB, which is dependent on the phosphorylation and degradation of IkappaBalpha.", {"entities": [[ 146, 158, 'GENE_OR_GENE_PRODUCT']]}
"The role of the transcription factor NF-kappaB in the pathogenesis of rheumatoid arthritis has long been a subject of controversy.", {"entities": [[ 37, 46, 'GENE_OR_GENE_PRODUCT']]}
"We used an adenoviral technique of blocking NF-kappaB through overexpression of the inhibitory subunit IkappaBalpha, which has the advantage that it can be used in the diseased tissue itself, with >90% of the synovial macrophages, fibroblasts, and T cells infected.", {"entities": [[ 44, 53, 'GENE_OR_GENE_PRODUCT']]}
"We examined chemokine gene expression following the differentiation of a monocyte, macrophage cell lineage.", {"entities": [[ 12, 21, 'GENE_OR_GENE_PRODUCT']]}
"We examined chemokine gene expression following the differentiation of a monocyte, macrophage cell lineage.", {"entities": [[ 73, 81, 'CELL']]}
"We examined chemokine gene expression following the differentiation of a monocyte, macrophage cell lineage.", {"entities": [[ 83, 93, 'CELL']]}
"The human monoblastic cell line, U937 was differentiated to macrophages by the treatment with either phorbol 12-myristate 13-acetate (PMA), retinoic acid (RA), or vitamin D3 (VitD3).", {"entities": [[ 60, 70, 'CELL']]}
"The nuclear factor of activated T cells (NFAT) group of transcription factors is retained in the cytoplasm of quiescent cells.", {"entities": [[ 97, 106, 'CELLULAR_COMPONENT']]}
"The promoter of the human major histocompatibility complex class II-associated invariant-chain gene (Ii) contains two NF-kappa B/Rel binding sites located at -109 to -118 (Ii kappa B-1) and -163 to -172 (Ii kappa B-2) from the transcription start site.", {"entities": [[ 4, 12, 'GENE_OR_GENE_PRODUCT']]}
"Interferons (IFNs) inhibit induction by IL-4 of multiple genes in human monocytes.", {"entities": [[ 40, 44, 'GENE_OR_GENE_PRODUCT']]}
"Molecular, biochemical and epidemiological evidence implicate HTLV-I as an etiologic agent of adult T cell leukemia (ATL).", {"entities": [[ 62, 68, 'ORGANISM']]}
"Increased oxidative stress and subsequent activation of the transcription factor NF-kappaB has been linked to the development of late diabetic complications.", {"entities": [[ 81, 90, 'GENE_OR_GENE_PRODUCT']]}
"To determine whether oxidative stress dependent NF-kappaB activation is evident in patients with diabetic nephropathy we used an Electrophoretic Mobility Shift Assay based semiquantitative detection system which enabled us to determine NF-kappaB activation in ex vivo isolated peripheral blood mononuclear cells.", {"entities": [[ 48, 57, 'GENE_OR_GENE_PRODUCT']]}
"To determine whether oxidative stress dependent NF-kappaB activation is evident in patients with diabetic nephropathy we used an Electrophoretic Mobility Shift Assay based semiquantitative detection system which enabled us to determine NF-kappaB activation in ex vivo isolated peripheral blood mononuclear cells.", {"entities": [[ 83, 90, 'ORGANISM']]}
"To determine whether oxidative stress dependent NF-kappaB activation is evident in patients with diabetic nephropathy we used an Electrophoretic Mobility Shift Assay based semiquantitative detection system which enabled us to determine NF-kappaB activation in ex vivo isolated peripheral blood mononuclear cells.", {"entities": [[ 48, 57, 'GENE_OR_GENE_PRODUCT']]}
